0	1	2
7	12	5
7	599	1
7	655	5
7	474	5
7	659	5
7	450	4
7	564	3
7	136	5
7	530	5
7	503	4
7	582	5
7	82	3
7	28	5
7	573	5
7	131	5
7	77	5
7	559	5
7	609	3
7	504	5
7	143	3
7	602	3
7	194	5
7	97	5
7	663	5
7	151	4
7	216	4
7	594	3
7	643	4
7	69	5
7	62	3
7	656	3
7	590	2
7	182	4
7	385	5
7	204	5
7	631	4
7	509	5
7	420	5
7	574	5
7	367	5
7	605	4
7	54	3
7	507	5
7	638	4
7	72	5
7	461	4
7	415	2
7	268	3
7	529	2
7	566	4
7	141	5
7	514	2
7	101	5
7	571	3
7	89	5
7	488	4
7	356	4
7	152	4
7	646	5
7	446	2
7	611	3
7	449	3
7	588	4
7	428	5
7	447	5
7	639	5
7	100	5
7	581	5
7	286	4
7	275	4
7	172	4
7	603	4
7	549	4
7	632	5
7	604	3
7	455	4
7	183	4
7	471	4
7	452	5
7	555	4
7	479	4
7	153	5
7	682	2
7	542	4
7	497	4
7	577	2
7	451	5
7	540	3
7	661	5
7	580	3
7	396	4
7	578	3
7	378	5
7	670	5
7	199	5
7	672	1
7	161	3
7	644	5
7	674	2
7	569	4
7	31	4
7	510	5
7	93	5
7	269	3
7	649	5
7	389	4
7	614	5
7	664	3
7	10	4
7	403	4
7	401	4
7	515	3
7	492	5
7	513	4
7	641	5
7	676	3
7	229	3
7	551	1
7	187	4
7	671	5
7	547	3
7	300	4
7	179	5
7	648	5
7	71	5
7	227	3
7	197	4
7	552	4
7	90	3
7	506	5
7	583	2
7	317	4
7	570	3
7	399	4
7	595	2
7	554	3
7	579	4
7	565	4
7	195	5
7	677	3
7	585	4
7	610	5
7	23	3
7	217	4
7	417	3
7	546	4
7	260	1
7	591	3
7	7	5
7	608	4
7	4	5
7	309	3
7	633	5
7	600	4
7	624	4
7	178	4
7	232	3
7	39	5
7	568	5
7	288	4
7	472	2
7	526	5
7	56	5
7	683	4
7	673	3
7	650	3
7	78	3
7	198	3
7	561	4
7	213	3
7	465	4
7	11	3
7	489	3
7	164	5
7	219	1
7	572	3
7	435	5
7	584	4
7	668	4
7	230	3
7	207	4
7	405	3
7	557	4
7	496	5
7	134	4
7	51	2
8	79	4
8	457	1
8	568	4
8	82	5
8	341	2
8	195	5
8	188	5
8	233	4
8	172	5
8	258	5
8	550	3
8	241	4
8	22	5
8	243	2
8	181	4
8	11	3
8	56	5
8	273	3
8	403	4
8	510	4
8	336	3
8	338	4
8	174	5
8	651	5
8	228	5
8	182	5
8	55	5
8	127	5
8	518	4
8	190	4
8	684	4
8	96	3
8	50	5
8	435	5
8	301	4
8	689	4
8	7	3
8	566	3
8	183	5
8	259	1
8	294	3
9	7	4
9	201	5
9	294	4
9	286	5
9	340	4
9	483	5
9	385	5
9	690	1
9	50	5
9	527	3
9	371	5
9	242	4
9	521	4
9	298	5
9	487	5
10	709	4
10	664	4
10	588	4
10	16	4
10	153	4
10	185	5
10	484	5
10	712	4
10	198	3
10	64	4
10	414	4
10	432	4
10	499	4
10	132	5
10	710	4
10	703	5
10	218	4
10	286	4
10	530	4
10	699	4
10	59	4
10	22	5
10	176	4
10	470	4
10	486	4
10	4	4
10	589	5
10	168	4
10	483	5
10	56	5
10	704	3
10	205	5
10	12	5
10	475	4
10	696	4
10	463	4
10	70	4
10	558	4
10	467	4
10	100	5
10	274	4
10	513	4
10	135	5
10	655	5
10	273	4
10	191	5
10	488	5
10	180	5
10	155	4
10	707	5
10	697	3
10	127	5
10	603	5
10	461	3
10	652	3
10	404	4
10	93	4
10	186	4
10	197	5
10	199	4
10	420	4
10	289	4
10	340	4
10	275	4
10	708	4
10	502	4
10	23	5
10	519	5
10	531	5
10	174	4
10	285	5
10	182	5
10	269	4
10	657	4
10	610	4
10	211	5
10	474	4
10	192	4
10	234	4
10	462	3
10	495	4
10	216	4
10	302	4
10	137	4
10	116	4
10	418	4
10	11	4
10	175	3
10	48	4
10	493	4
10	124	5
10	496	5
10	504	5
10	178	5
10	129	4
10	82	4
10	385	4
10	367	4
10	133	5
10	489	4
10	157	5
10	582	4
10	160	4
10	529	3
10	611	5
10	9	4
10	654	5
10	334	4
10	518	4
10	695	3
10	276	4
10	435	5
10	283	4
10	430	3
10	694	5
10	134	5
10	604	4
10	692	4
10	705	4
10	478	5
10	245	4
10	238	4
10	371	4
10	162	4
10	701	4
10	706	4
10	521	4
10	195	4
11	291	4
11	427	4
11	736	4
11	180	2
11	241	4
11	561	2
11	12	2
11	274	3
11	750	5
11	203	4
11	39	3
11	717	2
11	719	3
11	726	3
11	549	4
11	107	4
11	204	3
11	120	2
11	690	4
11	268	5
11	733	4
11	718	5
11	737	4
11	208	4
11	123	3
11	731	4
11	660	3
11	70	4
11	752	4
11	517	2
11	125	4
11	25	3
11	646	3
11	659	5
11	714	4
11	51	4
11	662	3
11	367	3
11	386	3
11	318	5
11	372	4
11	176	3
11	710	2
11	449	3
11	723	5
11	382	3
11	56	4
11	654	3
11	707	5
11	526	3
11	357	5
11	746	4
11	8	4
11	42	3
11	173	5
11	431	2
11	435	4
11	57	2
11	735	3
11	83	5
11	356	4
11	215	3
11	395	2
11	724	3
11	713	5
11	258	5
11	111	4
11	401	3
11	738	3
11	597	2
11	290	3
11	324	1
11	54	3
11	301	4
11	748	1
11	230	4
11	69	3
11	544	4
11	94	3
11	194	4
11	405	3
11	732	3
11	121	3
11	721	3
11	425	4
11	40	3
11	728	3
11	725	3
11	86	4
11	455	3
11	370	3
11	727	3
11	350	4
11	79	4
11	135	4
11	743	2
11	744	4
11	88	3
11	429	5
11	399	3
11	175	3
11	222	3
11	603	4
11	15	5
11	742	3
11	433	4
11	749	5
11	47	4
11	451	2
11	28	5
11	580	5
11	9	5
11	110	3
11	521	2
11	300	3
11	52	3
11	715	3
11	430	3
11	402	4
11	524	4
11	729	4
11	741	5
11	97	4
11	508	4
11	191	4
11	577	3
12	381	4
12	215	4
12	276	4
12	50	4
12	242	5
12	416	3
12	4	5
12	172	4
12	97	5
12	216	5
12	174	5
12	204	5
12	300	4
12	157	5
12	202	4
12	753	5
12	196	5
12	282	5
12	98	5
12	69	5
12	735	5
12	480	4
12	133	4
12	143	5
12	318	5
12	402	5
12	228	4
12	684	5
12	591	5
12	195	4
12	392	4
12	754	4
12	71	4
12	159	4
12	200	1
13	690	3
13	429	5
13	301	1
13	838	1
13	682	1
13	780	1
13	901	1
13	45	3
13	854	1
13	896	5
13	341	2
13	428	5
13	286	3
13	843	5
13	110	3
13	472	5
13	735	3
13	280	4
13	132	4
13	338	1
13	530	5
13	22	4
13	811	5
13	275	3
13	17	1
13	157	3
13	424	1
13	72	4
13	836	2
13	776	2
13	88	4
13	276	5
13	819	1
13	601	4
13	226	4
13	317	5
13	673	3
13	764	2
13	638	3
13	904	1
13	813	1
13	398	2
13	137	5
13	118	4
13	564	1
13	179	2
13	612	4
13	98	4
13	889	3
13	435	5
13	448	1
13	447	2
13	23	5
13	840	3
13	135	5
13	554	2
13	68	3
13	432	4
13	239	4
13	433	4
13	484	5
13	572	2
13	327	3
13	61	4
13	802	2
13	568	3
13	604	5
13	9	3
13	491	4
13	610	2
13	566	5
13	637	2
13	683	1
13	418	2
13	781	3
13	419	3
13	488	3
13	746	3
13	586	3
13	292	5
13	191	3
13	883	3
13	740	1
13	678	3
13	53	1
13	413	1
13	632	3
13	874	5
13	914	2
13	498	4
13	755	3
13	879	2
13	766	4
13	635	1
13	83	2
13	181	5
13	451	1
13	514	5
13	197	4
13	217	1
13	841	1
13	42	4
13	116	5
13	657	4
13	315	5
13	66	3
13	163	3
13	775	4
13	679	4
13	187	5
13	176	3
13	473	4
13	565	1
13	212	5
13	233	4
13	655	5
13	39	3
13	393	3
13	774	1
13	444	4
13	21	3
13	13	5
13	50	5
13	29	2
13	851	5
13	833	2
13	150	5
13	127	5
13	652	5
13	765	2
13	504	5
13	166	5
13	263	5
13	227	5
13	208	5
13	158	1
13	839	1
13	299	3
13	859	1
13	331	3
13	40	2
13	877	2
13	511	5
13	522	5
13	170	5
13	2	3
13	497	5
13	302	5
13	186	4
13	588	4
13	672	1
13	182	5
13	404	5
13	95	5
13	917	4
13	336	2
13	662	5
13	844	1
13	918	3
13	183	4
13	168	4
13	332	3
13	377	1
13	205	2
13	73	3
13	82	2
13	202	5
13	308	3
13	686	5
13	406	1
13	201	1
13	861	3
13	323	3
13	313	4
13	816	1
13	804	2
13	25	1
13	796	3
13	869	3
13	631	3
13	405	2
13	414	5
13	128	1
13	188	4
13	750	5
13	37	1
13	71	4
13	505	3
13	547	1
13	445	4
13	538	1
13	232	3
13	89	4
13	835	3
13	347	5
13	759	2
13	617	3
13	815	4
13	306	3
13	669	1
13	492	5
13	351	1
13	650	2
13	147	3
13	570	5
13	748	4
13	344	2
13	346	4
13	124	5
13	457	1
13	190	4
13	446	1
13	778	3
13	830	1
13	481	3
13	694	4
13	809	4
13	224	4
13	455	3
13	243	3
13	442	1
13	736	4
13	850	4
13	265	4
13	307	2
13	788	1
13	832	4
13	847	4
13	281	3
13	799	4
13	763	1
13	350	2
13	805	4
13	209	3
13	33	5
13	387	3
13	619	3
13	671	3
13	1	3
13	138	1
13	370	1
13	674	3
13	762	5
13	892	3
13	360	4
13	551	1
13	899	1
13	898	1
13	911	2
13	769	3
13	242	2
13	204	5
13	67	1
13	482	5
13	881	2
13	11	1
13	91	2
13	121	5
13	909	5
13	772	1
13	602	4
13	908	1
13	880	3
13	887	5
13	667	1
13	12	5
13	329	2
13	229	4
13	888	2
13	515	2
13	812	2
13	670	3
13	793	5
13	541	1
13	449	4
13	559	1
13	501	5
13	818	3
13	441	1
13	810	5
13	69	4
13	777	1
13	506	5
13	585	4
13	858	1
13	864	4
13	185	3
13	427	5
13	687	1
13	848	5
13	411	2
13	656	5
13	867	5
13	161	5
13	797	5
13	757	3
13	820	4
13	379	1
13	462	5
13	111	5
13	86	1
13	849	1
13	463	5
13	567	1
13	439	1
13	831	3
13	913	1
13	343	1
13	596	3
13	348	2
13	312	1
13	225	2
13	314	1
13	357	3
13	483	5
13	646	4
13	430	5
13	494	4
13	828	1
13	62	5
13	749	3
13	51	3
13	231	3
13	478	4
13	692	4
13	613	4
13	826	5
13	907	1
13	367	3
13	417	2
13	355	3
13	589	3
13	222	3
13	238	3
13	705	5
13	517	5
13	38	3
13	474	4
13	722	3
13	326	3
13	630	2
13	198	3
13	529	4
13	709	4
13	561	1
13	443	4
13	241	3
13	563	1
13	396	3
13	165	3
13	234	5
13	873	1
13	790	2
13	28	5
13	321	2
13	842	2
13	97	4
13	821	3
13	691	4
13	5	1
13	661	5
13	49	4
13	553	2
13	391	3
13	4	5
13	787	3
13	194	5
13	837	4
13	401	1
13	870	3
13	178	4
13	362	4
13	903	3
13	576	3
13	520	4
13	288	1
13	751	5
13	333	3
13	173	2
13	884	2
13	733	5
13	800	1
13	558	1
13	508	3
13	342	4
13	223	5
13	92	3
13	200	3
13	549	4
13	912	2
13	316	5
13	230	3
13	353	4
13	172	5
13	215	5
13	258	4
13	785	3
13	524	4
13	803	3
13	665	2
13	56	5
13	271	1
13	421	2
13	573	3
13	827	3
13	846	2
13	603	4
13	578	3
13	109	4
13	569	2
13	527	5
13	195	3
13	145	2
13	394	2
13	792	5
13	371	3
13	862	3
13	318	3
13	290	4
13	807	1
13	467	5
13	878	1
13	160	4
13	720	4
13	782	3
13	519	5
13	164	3
13	895	1
13	822	3
13	916	4
13	471	1
13	96	4
13	196	4
13	758	1
13	403	2
13	340	2
13	845	3
13	235	2
13	269	2
13	144	4
13	452	3
13	453	2
13	689	2
13	868	5
13	885	1
14	919	4
14	628	5
14	18	3
14	191	4
14	98	3
14	124	5
14	13	4
14	519	5
14	276	4
14	820	3
14	210	5
14	100	5
14	265	3
14	32	5
14	922	4
14	15	4
14	195	5
14	202	3
14	121	3
14	175	5
14	427	5
14	168	4
14	213	5
14	923	5
14	269	4
14	176	1
14	186	4
14	357	2
14	127	2
14	238	5
14	474	4
14	12	5
14	750	3
14	172	5
14	22	3
14	475	3
14	7	5
14	81	5
14	173	4
14	709	5
14	70	1
14	50	5
14	25	2
14	588	4
14	530	5
14	302	5
14	845	3
14	181	5
14	96	4
14	509	5
14	23	5
14	9	4
14	222	4
14	285	5
14	762	3
14	313	2
14	525	5
14	19	5
14	275	4
14	382	5
14	507	4
14	523	4
14	174	5
14	116	5
14	430	5
14	792	5
14	14	3
14	283	4
15	275	4
15	274	4
15	331	3
15	815	1
15	328	3
15	310	4
15	302	4
15	111	4
15	283	4
15	18	1
15	291	3
15	278	1
15	889	3
15	257	4
15	20	3
15	508	2
15	220	4
15	252	2
15	409	3
15	455	1
15	248	1
15	292	5
15	137	4
15	926	1
15	121	3
15	931	1
15	333	1
15	222	3
15	7	1
15	118	1
15	925	2
15	286	2
15	546	2
15	458	5
15	459	5
15	748	3
15	125	5
15	864	4
15	866	4
15	685	4
15	411	2
15	269	5
15	620	4
15	225	3
15	742	2
15	308	5
15	258	3
15	749	1
15	50	5
15	472	3
15	929	1
15	25	3
15	322	3
15	235	1
15	127	2
15	307	1
15	471	4
15	244	2
15	243	1
15	933	1
15	300	4
15	676	4
15	251	2
15	696	2
15	14	4
15	932	1
15	845	2
15	938	3
15	13	1
15	15	4
15	927	4
15	935	3
16	812	2
16	300	5
16	940	2
16	427	5
16	158	4
16	11	5
16	504	5
16	191	5
16	180	5
16	161	5
16	471	3
16	194	5
16	583	4
16	564	1
16	467	5
16	284	1
16	33	2
16	125	3
16	273	5
16	58	4
16	202	5
16	183	5
16	318	5
16	642	5
16	705	5
16	321	3
16	99	5
16	28	5
16	443	5
16	228	5
16	15	5
16	941	1
16	96	5
16	657	5
16	546	4
16	127	5
16	135	4
16	204	5
16	69	5
16	294	4
16	498	5
16	12	5
16	208	5
16	64	5
16	448	5
16	22	5
16	946	5
16	302	5
16	216	5
16	945	4
16	197	5
16	654	5
16	693	4
16	200	5
16	87	4
16	469	3
16	152	4
16	55	5
16	629	4
16	89	2
16	178	5
16	661	4
16	109	4
16	482	5
16	98	5
16	944	1
16	385	5
16	4	5
16	602	5
16	367	3
16	8	5
16	168	4
16	948	3
16	509	2
16	479	5
16	655	5
16	947	4
16	164	5
16	71	5
16	76	5
16	234	5
16	480	5
16	39	5
16	79	5
16	155	3
16	160	4
16	510	4
16	692	4
16	95	5
16	591	4
16	770	3
16	92	4
16	199	5
16	943	3
16	531	5
16	233	5
16	172	5
16	144	5
17	471	2
17	1	4
17	151	4
17	269	4
17	137	4
17	221	2
17	125	1
17	323	1
17	126	4
17	117	3
17	7	4
17	9	3
17	508	3
17	276	4
17	744	3
17	13	3
17	286	3
17	245	2
17	475	4
18	175	4
18	461	4
18	435	4
18	191	4
18	23	4
18	403	3
18	172	3
18	492	4
18	66	3
18	959	3
18	284	3
18	317	5
18	57	4
18	603	3
18	647	4
18	60	4
18	970	3
18	921	5
18	419	3
18	961	3
18	427	5
18	425	3
18	79	4
18	387	4
18	486	3
18	707	3
18	479	4
18	13	5
18	154	4
18	269	5
18	187	5
18	582	5
18	98	5
18	59	4
18	957	3
18	113	5
18	863	3
18	28	3
18	95	4
18	174	4
18	692	3
18	627	3
18	14	5
18	319	4
18	276	5
18	91	3
18	162	4
18	135	3
18	497	4
18	485	5
18	357	4
18	528	4
18	287	4
18	753	4
18	612	4
18	631	5
18	736	4
18	416	5
18	382	3
18	523	4
18	241	3
18	476	3
18	526	4
18	83	5
18	210	5
18	775	3
18	197	4
18	610	4
18	196	3
18	213	5
18	65	5
18	86	4
18	493	5
18	805	4
18	443	3
18	729	3
18	404	4
18	61	4
18	236	3
18	953	3
18	654	4
18	367	4
18	414	4
18	845	3
18	973	3
18	132	5
18	125	3
18	152	3
18	955	4
18	131	4
18	166	4
18	463	4
18	504	5
18	663	4
18	704	3
18	182	4
18	116	5
18	26	4
18	699	5
18	99	5
18	393	3
18	143	4
18	509	4
18	609	4
18	386	2
18	639	4
18	6	5
18	971	4
18	72	3
18	185	3
18	488	3
18	234	3
18	408	5
18	962	4
18	214	4
18	520	4
18	188	3
18	792	5
18	134	5
18	588	4
18	660	5
18	100	5
18	216	4
18	480	4
18	629	3
18	48	4
18	69	3
18	1	5
18	181	3
18	25	3
18	856	5
18	960	4
18	432	4
18	529	5
18	52	5
18	19	3
18	956	5
18	714	4
18	200	3
18	195	3
18	735	4
18	524	4
18	794	3
18	186	4
18	378	3
18	56	5
18	4	3
18	966	2
18	781	3
18	607	3
18	604	5
18	705	3
18	199	3
18	15	4
18	614	4
18	739	3
18	423	5
18	967	3
18	462	3
18	602	3
18	519	4
18	88	3
18	204	3
18	208	4
18	732	3
18	198	3
18	968	3
18	709	5
18	177	3
18	496	5
18	81	3
18	170	5
18	8	5
18	474	4
18	70	4
18	762	3
18	194	3
18	613	5
18	202	3
18	32	2
18	178	3
18	221	5
18	153	4
18	964	3
18	212	5
18	418	3
18	482	5
18	969	3
18	137	5
18	716	5
18	151	3
18	50	4
18	381	4
19	258	4
19	153	4
19	325	4
19	210	3
19	435	5
19	201	3
19	310	4
19	288	3
19	887	4
19	268	2
19	313	2
19	382	3
19	319	4
19	8	5
20	148	5
20	866	1
20	22	5
20	496	5
20	252	4
20	742	4
20	94	2
20	118	4
20	498	3
20	143	3
20	204	3
20	50	3
20	95	3
20	357	1
20	87	5
20	678	4
20	323	4
20	588	4
20	69	1
20	174	4
20	11	2
20	15	4
20	151	3
20	274	4
20	1	3
20	172	3
20	210	4
20	181	4
20	568	4
20	931	1
20	144	2
20	597	3
20	82	4
21	547	2
21	563	2
21	656	5
21	244	4
21	321	3
21	706	2
21	294	3
21	992	2
21	558	5
21	877	2
21	15	4
21	680	1
21	281	2
21	121	1
21	243	2
21	286	3
21	457	1
21	948	1
21	118	1
21	672	3
21	635	4
21	878	2
21	741	3
21	443	4
21	273	4
21	234	5
21	217	3
21	979	2
21	453	2
21	800	1
21	859	2
21	328	3
21	564	3
21	742	3
21	129	4
21	103	1
21	262	4
21	127	5
21	569	3
21	452	4
21	1	5
21	413	2
21	670	3
21	987	3
21	665	3
21	9	5
21	7	5
21	983	2
21	438	1
21	769	1
21	123	4
21	817	3
21	854	5
21	301	4
21	242	3
21	184	4
21	444	3
21	291	3
21	982	1
21	106	2
21	264	3
21	931	2
21	637	4
21	324	4
21	219	5
21	595	3
21	834	1
21	473	3
21	218	4
21	440	1
21	441	3
21	408	5
21	263	1
21	448	4
21	974	3
21	319	2
21	858	1
21	989	3
21	323	2
21	981	2
21	100	5
21	619	2
21	930	1
21	875	4
21	396	2
21	669	1
21	773	3
21	977	2
21	774	2
21	436	4
21	688	1
21	628	3
21	222	2
21	326	5
21	164	5
21	980	2
21	687	2
21	327	3
21	261	1
21	98	5
21	990	2
21	874	2
21	289	3
21	873	2
21	717	1
21	668	1
21	559	1
21	567	2
21	320	3
21	322	3
21	993	4
21	591	3
21	288	3
21	145	1
21	820	3
21	573	2
21	767	1
21	201	5
21	925	2
21	674	2
21	872	2
21	200	5
21	295	3
21	258	4
21	5	2
22	554	1
22	202	5
22	229	2
22	651	4
22	167	3
22	684	3
22	79	4
22	926	1
22	998	1
22	996	1
22	173	5
22	24	5
22	1000	3
22	780	1
22	227	4
22	153	5
22	80	4
22	21	4
22	117	4
22	144	5
22	175	4
22	403	5
22	566	3
22	384	3
22	568	4
22	230	4
22	376	3
22	89	5
22	411	1
22	176	5
22	399	4
22	455	5
22	4	5
22	515	5
22	430	4
22	687	1
22	405	1
22	692	4
22	294	1
22	62	4
22	195	4
22	17	4
22	201	4
22	636	3
22	68	4
22	435	5
22	181	5
22	878	1
22	732	4
22	168	5
22	840	4
22	258	5
22	2	2
22	502	4
22	712	4
22	932	1
22	367	1
22	29	1
22	451	4
22	208	5
22	997	1
22	50	5
22	186	5
22	988	1
22	999	4
22	204	5
22	241	3
22	161	4
22	665	1
22	431	4
22	546	3
22	688	1
22	265	3
22	862	1
22	211	3
22	85	5
22	228	4
22	1001	1
22	233	3
22	110	1
22	222	4
22	231	2
